idx,answer,label
KfBqUCGMCPLm3YrC3RA2hs,es muy buena onda,False
ch5XkGWFN9iTEaTveWBhTb,por que puede ser un cuyo y es una bola de pelos,False
kDUY6siAR963CkxbMZbonW,porque tiene mucho pelo y luego se hacen como bolitas,True
2ePcEBuAC2DWkyqQZ6z2Qc,porque siempre se queda ahí el cabello,False
NvkBf6JjDrxGUWhicrt8t9,por que dice pelota de pelos,True
e7PXjxcBL4TJ9kg3fUDrMY,la mayoría de los animales son peludos,True
XVSBFuS4pjYZoWDzvVL4NC,porque se refiere a un animal o mascota,False
XZ5rmw3qayFLE8eP3uAADX,por que se me enreda muy fácilmente,True
FwB8aMUSHDvSqfajwtmcDA,no se hermano disculpa,False
f6ZQvcMFbNUWyFPHxT2QFR,porque grita,False
gQLgfv6iyv6f78NNjvK2iF,porque tiene pelos,False
QykrG6479SS9uejsZTevrZ,por que es como lo interpreto,False
7efCJA3BTMAikrqFzeoD3g,tiene mucha pelo mis pies,True
WtUaLg3PRwjwxCmfKMRHso,por que tienen mucho pelo,False
DYKkAZfdwAmtBmu6fwaLyC,es muy suave,False
g8wpHa3R3YCvkuX3JKJYBn,porque las mascotas son peludas,True
dPH9BY3t5wmurTRhgdPNsq,porque son muy peludos y cuando son de un tamaño pequeño se pueden parecer a eso,True
asEutvFhJYCS5xyrGrENWk,por que estas cosas tienen pelo,True
JAMdQUfTpCfkbdxuZtz2GY,por que luego se le suelta mucho pelo y saca bolas de su pelaje,True
EKQzLbxWHdkVZGUdtDzcvZ,por es chiquito,False
FKaVjWaBYTJTcgaANKKvmJ,porque tiene muchos pelos,False
eTvR8Y6yZCsE5V4Aq9AbG4,porque se ven chulos,True
k89tc99pTzGgSkARcJsj3Y,porque tiene pelos,False
kDqeSDiAMsYRkMbnetYohB,por que esta hablando de una pelota de cabello,False
9wPncbTFrpShsQxRKUrz45,por que están hechas de hilo algodón,False
2dK5QbyLnc4bywn7pfmH8r,poeeeeeeeeeeeeeeerahiyfnom,True
bE6ZUDiRNYvaJfgAUD8xkV,es chido,False
W2GWrQymaV4LJaFQR4aYSn,por que tiene mucho pelos,False
ZHuynE4XHTT6PZCBkhFtVy,por que tiene mucho pelo,False
eR4QhXw8882UBHEFiD9AnG,porque puede ser un animal peludo,False
daihxSgeE5hqQbh65N3wK3,porque son peludos y cuando se duermes se ve como una bola de pelos,False
UfeBckcxCtb2Ax6wZ9GETN,porque puede ser cualquier animal peludo o tal vez simplemente su papa tiene mucho cabello,True
f45DKe9T8pCanvP2jeMWJr,por los pelos que tiene parece que esta esponjado,False
F9XrUAPvcZQoais9he3yGm,por que la necesitaban,True
eCoszZ6b23CBimrMXFyUTE,porque a alguien quizá podría caerle el pelo,False
Js2Z52Dsb2pvhYVEqZSW5x,ns,True
5JGxYdCnEqjQ6ZwD66whzp,porque así esta la cabeza de mi mama muy greñuda,False
U5BWqhDnDTh5mCuiwcseEd,por mi reporte,False
TDsSy5uRSDBpPGf5tDNFx5,por que el perro tiene pelos igual que el gato y la bola de pelos,True
cmBNZGQ7xzKYJYd2VeTrHC,por que se siente como pelos,False
iG78cbpCirpAfy294L8qTk,por que el carro tiene muchos pelos,True
LLjXoWEJSG725YWotXbH9A,tiene pelos en los brazos,False
9Edu8iRw2bfftXJrsVckKy,no sé se me ocurrió,False
6fBjLQ84roKpZJEH2KAZH8,porque tiene muchos pelos,False
R6qYUPLwbjfqyUmhqDBuKQ,por que tienen pelos,True
AvsAh3bDnQnEfmBXMsHmQr,por que tiene pelos,False
o62RFjvdcGhctsW4MkUiRX,por que tiene sentido,False
C8PzJgE48gAEZjJ6JUftKr,por que esta lleno de pelo,True
H7Rfg6xTRW8oRJdmBZsi2A,por que al referirse a la familia por lo que una pelota de pelos seria un animal,True
n8mstuQnyFVQssQMXETkYt,porque es una bola y tiene pelos,True
fWe8Dw5kGHK4mzuhSz5c99,por que tiene pelaje,False
cyHrupvcV2vdY9V5mb739j,porque pueden ser gorditos y peludos,True
hTM3cGUErFgsLPwAZ5Kjvf,porque tiene pelo,True
FRX9BNcWB6xYxaijhB6yFm,por que tienen pelos,False
EAmv6Lu5dgsDrXLvNw2wqm,r1gf3,False
4kK7Zsq8pCXrxakH8TatA3,así le decimos,True
AGx4mbH82pz5stKw8BWKU6,por que so para jugar con pelos,False
FcSfpehxgUnCSeoU4Mq28E,por que es de oro,True
awT54LZok96jnALkrgEgDB,porque tiene pelos,False
6PytW7fCZvmsFDcCyrXAkx,por que tiene mucho pelo,False
SNirkqrqcpRJCv6tBTfEQY,sus ramas pequeñas hacen que paresa cabello,False
7sevTY57EtetjFT3A8Bp8V,puedes decir que eres una pelota de pelos por que estas todo enredado,True
9D3qWJWY9eaoHcqkcRQe52,por que tiene mucho pelo,False
ATZGqqiSUfeh5E3pBxBvki,porque es una expresión de algo chido,False
UwKHxumGpyQv5AZADww4Gm,por que esta lleno de pelo en todo su cuerpo,True
8UXXN9cHaeBvoofVwEBNh5,porque trata decir que es un gato y vomita y saca bolas de pelos,False
MCaporoLEYuAMTag9X2JhR,pues por que tiene pelos ,True
aeEMysS2DfSgJ9pFhiUeJB,porque no te están dando especificaciones tu puedes interpretarlo como quieras,True
TUYPVo4G8yiE47UrYvoUVm,porque por lo regular los peluches son peludos,True
cuwH5isB7r5U8UbH7odT5Z,es buena onda,True
9cEcRbx9gaSBkXt2tenxTD,porque tiene mucho pelo y esta redondo,True
5meCV6UQLwpyGPe5oJK99J,pues la misma palabra te lo dice depende de como lo tomes o lo veas,True
ZEahuQh5FLwJ6U7PZ9UjHg,por que hay mucho pelo en un lugar,True
KBZfjzHch6cMUhwpNKnGHX,porque para mi el pelo que tiene la pelota es como lo corajudo que es mi tío y por sus corajes se ha convertido en una pelota de pelos,False
6Rsiv3ZmT6X2s5wf2kPEBU,porque tienen mucho pelaje,False
LvGQrEkJK2tjheEdNn83qZ,por el gato tiene mucho pelo y lo deja en muchas partes,False
gC4eMMQfgxCttgB8hosXwB,por que tiene pelos,True
Y3y7E7Uc6mZxTEhnq8o33P,por que tiene muchos pelos,False
KdFjSxxhz3fBXqQ2m6s3Ls,por que paren pelos ,False
8vJ6rApQ8eTtHj8TGdr3SM,porque hay viven los pájaros,False
DYe77qDCiYUpfbXLGzTfnR,es duro,True
gn9PNHn2BoTdBMDdxGhCZw,porque es como bola de pelos,False
iyTxxnzJkFVHsyLbVjErZi,porque los dos son peludos,True
BoQfP7DL94vdnU5nqzdpjA,tienen una melena peluda,True
N5Vewcq6ASokRXpCJZPHQp,porque tiene pelos,False
bEPKwhnbTTbzMHCKXYSBYc,por que son bolitas llenas de peluche o pelo,False
gKLPEgbri6tC422fqFLwYm,por que algunos son muy peludos,False
QiYUo39tqsMMx89rjUG2Nd,por que también es una bola de pelo,False
ETaZwcdyUtfKdvussv8cWc,por que entre mugre y pelos pues se hace eso ,True
BJJhCq7xdSHUi4sVqsJR9d,porque están peludos,True
hqs8LKfnMeNCoBhN2gzrL9,porque tiene muchos pelos y es gordo,False
3cdbHuNCWuUZawCuKB4eRx,esta chido,True
i4U8DFp6SyrnDTRdrbtVgL,porque sueltan mucha pelusa,False
WsVhnyPuCE6wADmXGxLtcq,porque es pequeño y tiene pelo,True
cEkBLVg9ys5eqyY7cPJDXA,porque eta lleno de pelos,True
TRSjodXj2UtaTMNWF8Dpgs,por que una cabeza tiene pelos,False
7EyuHNtKRSobkuWqxj5H9F,esta muy peludo,False
YSq5eEoAfKobN8eLiCQqqb,porque se hace una pelota con el pelo metafóricamente,True
YcPyV9ujRRDWfCnJ9vK4ip,por que esta diciendo las cosas que son para toda la familia y es para el perro,False
8gbzhue95F8FnCoYVpPwFc,por que tiene pelos ,False
Fb56Rk3WemJws8nVTqiVnu,por que son feos,False
K6rPuVqyCT8zvu4jMC4b9d,porque tiene pelos,True
X5WNT3GZb2KGwznhXTTqoq,por que no se  ,False
j3dRX8LDf3LEfKDPZX43oM,porque es esponjado y muy peludo,False
hzuxcwRb4nJns8pqJMccPj,porque es peludo,False
8ysfMcfc8RG8Y4BpN5ZRsK,por que los gatos tienen muchos pelos,True
HANk8MVrB3xEpZEmjhsN4o,ya que es gordo y peludo,False
JqJMJew4YJHQmikwFezMfB,porque tienen pelo,True
jt2yo9zkZWkiEzne8TPKbz,los gatos pueden jugar con bola de estambre,False
8RWp7gkn6Rt9sVAa36g9rV,por que el animal tiene pelaje,True
2jZh2WoZFpKX8ZVy3UNZS5,por que tiene pelos,False
fs3RPCfDQtxbrqq3M99Uzw,tiene pelos,True
7WqSM6qVUWJ5iR2uhXLwvf,por que las mascotas normalmente son peludas,True
QyU3zCAAMykQtgWfh9ctyV,son muy peludos,True
bU6XjVhFGdNCqZ4NgYwK8q,por que es desepera,False
QqHZuwTNmSDV4wHvtfNBVi,por que tienen mucho pelo,True
eJQTmGjtnBvqxX7LhcWJBP,tienen pelo,False
TJJoqTjT7QmGkmMkErgsRN,porque son aquellos que tienen mucho pelo,False
a3JB5c7apb4RcMSk8gJ77k,porque son peludos,False
R4v48mZWCV3t5byG4JnfdH,por que hay muchos pelos,False
RgQZYshrEaDykVEiKy7sCJ,porque una pelota de pelos es mucho desastre acumulado,True
baiTScsvsgwvjgotXBnCye,por que tiene mucho pelo,True
5NF6KSPsVg4v97qArEgDNR,porque nada tiene sentido,False
ktFNQ9GRCVg9Ditb4Vi5t7,porque en una parte de su cuerpo que tiene en forma de pelota y esponjosa,True
g7VatmB7jkT2WNdWP4TNUQ,porque tiene pelo,False
8z4aGVTm8WwMcsmzQXhPxP,la mayoría de estambres están redondos como lo es la pelota también por que suelta pelos y en general se me vendría mas a la mente el estambre,False
4XcfyH9AsTWk4YDfKmjtbo,por que tiene pelos,True
6Ys9nxTGSoCWcF65FE2XhH,por que esta llena de pelos,True
3Q5QJRApKX3Kx3MTJXPN7K,porque tiene pelos es chiquito ya se parece a una pelota de pelos,False
KdFnfBJX6S9A9xQ8QRu6E2,porque si mas que nada,False
hhkbiuKdQa4Wzn9XiK4zKr,por que la mayoría de los animales domésticos tienden a ser peludos,False
BWCqV2zRTLwDFXETuqgH78,ns,False
PuaCZoZSHEAMmDgq3eQprd,por que tiene pelos,False
hqrZziMebDUbpQjEjsuJ8S,porque es redonda y tiene pelo,True
5ZwPBmsK3xSbEDE97CePt9,por que es peluda,True
fYRyCcPwV4Pm2yXRAoofCa,porque otras mascotas tienen pelo,False
QBXvYLs6ZUjuBs2X924ci8,no sé hermano disculpa ,True
RnRRCHQYV9WbzhzPRKt9Lb,tiene cualidades impresionantes,True
AWTJbmW9KGuMMZEP4CvyvS,por que los perros tienen mucho pelo ,True
eFjYfGdXDDqFtmSb85c24y,porque se esponja y se enreda,True
UPuSuFu7Szd6CnAPDPcfQC,porque es peludo,False
GBWeSqRAxZ2xFoWWNadBod,porque tienen muchos pelos,False
Jf4aeRJGCaDggA6HtU3V7F,por que suena bonito,True
Qo578DouL5DCS2DKVkFpmn,por que los gatos son muy peludos y despiden mucho pelo,False
giG7mxFBZAdN4Vt56SQbL7,como ya esta grande,False
Y7CvT9rw36w6PyV9c4D6gg,por que tal bien puede tener pelos,False
8RVWUXF3xdXTYaLtZvn9o9,por que si,True
JosnYFfSAmncnxZuK5nUuc,aveces se le dice bola de pelos a los animales,False
EkKE4a92KDTErx4in9ehiJ,por que son bolas y tiene sentido,False
HPwMy6cHomNCM4wEMJeuxg,porque puede que sea un perro o gato con pelos,True
enD2ZgEmkCmW98qN4L3nA8,los gatos escupen bolas de pelos,True
kXya44ZkHpLDM3YBSBbrWE,porque se acuestan y se ven como una pelota por todo el pelo que tienen,True
Pj9xYnGtss7ghv5tX7tXQo,porque son gorditos que parecen una pelota,True
ez8opB3yEhtZCzH3HDtres,por que lo dice en sentido figurado,True
jkPnXj3UUigMXBnyd54Vf9,porque es divertido tener una pelota de pelos,False
XVKQtVPR37cVZ2xWnxKGfj,falso,True
3ba595Wctiif49eejriQn8,por que es único redondo con pelos,True
S23F7zajbVJobdQbWHZiGD,porque tiene muchos pelos,True
QiKSbuGYKjo8EGAUzUJSu8,se enreda mucho,False
GnFryTFBSnBw3DQKxgpXnd,pues es lo que se me bino ala mente,False
2umkcPfP8974bene2TiqCx,porque puede estar gordo,True
7G3QQT9QDhUxVyAPDyYatY,por que es,True
hhNUSaqEiSitr4mHYoSJ8t,por que es mucho pelo en tu cabeza,True
UvNxfRbCK99vBdoiNgr9wD,porque esta lleno de pelos,True
dLkmSLhwFaWeBU4TZTFneE,porque esta llena de pelos,False
GTq2PGqsxEHTgtitey2pKo,por que esta cubierto de pelos,True
57PmHme6DfCHZY72GBASVk,por si,True
cxuiCVhwDnbFdsgmgdrNwz,la mayoría tiene muchos pelos,True
YGTDYEqvsruoWuLSaNn7UZ,por que son peludos,False
GrbGRtaqLG5MmEA2VyLGEh,falso,True
C9fMUwDKGskqALCjEqduQC,por que son nexos,False
XUQUSsuWSmLZnfaTRzLTv6,mas o menos entiendo eso,False
WMCWHWcVuwy3wH99UAnctq,por que tienen pelos,False
XT3mhX5ACujX4XUNAdtria,tiene mucho pelo,False
ZbXeq85cJHD5xsyTm27sf2,porque es peludo,False
Hd25VTS7E734aiCfDNj2i2,a eso me suena una pelota de pelos,False
3gQZhZzowVQjruv6VKyEEM,por que tiene muchos pelos,True
SFLK3T3D5UE62GPwPyC42v,porque son peludos,True
K6ubeqAMVgJ3Pw6BZcw7s6,por como esta hecha,False
KMbFYAkfoSncy4sd3mmSDa,tiene pelos y esta gordito,True
BQx9V5az2g4opHSZGLF2zd,porque tiene pelos en la parte de su estómago,False
5FUV2q9PtVugAC2YQzhZ2N,tiene pelos,False
GH9hJeM9yAKyfPzB9sG7tD,porque se refiera a distintas personas y cosas con lo de pelota,True
meToEHEohVod23RtoziovY,porque tiene pelos,False
iBbLBHLXsTGLzxvRGGAhRu,por que tengo cabello,True
fQi9dYmbKJvUzgzRzj92eF,por que,True
CY98MPg5YHptcxhUvK57XR,por que tiene pelos,False
4LoD2ppMCYwtY32LrabGCp,porque esas pelotas tienen como pelusa,False
Cx9yUKzAxmQk4SuVAm4JNN,por que tiene mucho pello,True
Am7KvoWiBdGcrLyKHDaZLJ,por que tienen muchos pelos,True
5df4F4ybBYByAfJxh8Yrk6,tiene muchos pelos,False
hKP7aA6oBvv9KDD9AN7nz4,porque tiene pelos,False
KZzEADAj92PAUabr6FvDPT,por que tiene pelo,False
SfJmWNPAYPPTbPorKQhBBf,la cabeza esta llena de pelos y los nudos de la cabeza son echos por pelos pero son como pelotas,True
E8QwVrttGB7ScP2qbtmiGq,porque es redondo,True
YiPZenuhEseFnaZeBe4QqD,por que las cabezas parecen pelotas y tienen pelo,False
hc2akcpvaJP7tsBxQqdE7a,por que parece que es de pelos,False
9o9dRoh7eKvnUznCmAUhbA,por que aveces se te cae el cabello,False
V8m9vw5iqThBG5gjAcPWxs,porque la característica de ambos es tener pelo,True
gzjzLj5UJPkKKKnUXXSrpu,porque esta bien peludo,False
