idx,answer,label
Kyqrvx8mHQrKKEJZPBwKEe,pues que al parecer su hermano grita mucho pero no entiende la metáfora de pelota,True
7Thay4bMotzVBhyDDZ2jXX,que se la pasa gritando,True
XpeXtCWyjpct3oDQuNNDyF,que grita mucho,True
U2Q5eHE3p2Cxk2ASZBsZzT,que el niño es un niño que grita mucho,True
9TMSAVTSLtARdgtfduNvYZ,que siempre grita,True
DQbcJhdZ5WuofszD27wXEb,por que chillan mucho o gritan mucho exageran,True
aXV7E2D3PUMavVmWGK2y2e,que grita en exceso,True
iQ4cTJVgbzGPCX8wbBxr6r,que hecha mucho relajo,True
Mfh2CRzeFmtwfbe8cV5quu,que siempre grita mucho,True
mjqm43cqm6kcxBfB33S8Uj,que siempre se la pasa gritando,True
asQMZAgHesVE5DtzU8sscn,por que no se calla,True
gykB8KYi7C36iK5nkyLW2Y,0,False
jCU3e8eYrxE99RwksvKy7m,que es fastidioso,False
BnGLVfSP2xztcgijwPAciW,que su hermano es muy gritón,True
bHCgavKf9bsq7EFHw9NRQo,que grita mucho,True
aYSTY889zBqD3ygqjNnTFW,que es un gritón,True
dShsEUQwgKgCPGzDSVEjpu,es un niño muy gritón,True
eNC6heuy4CDKzrWstiacjv,que es un niño gordito como pelota que grita mucho,True
Mrqm2zYqnqjGZAV73fHu8F,que los niños pueden hacer mucho ruido,True
LEMSMC2UiXnrN4UWPNWP7H,pues que su hermana grita mucho,True
5NMHtz2P9FN6QbZbfHwejZ,que todo el tiempo llora y grita,True
nfuurCB2jcPz8xGMcFwM6h,o sea que su hermano grita mucho,True
YRPXVFNsmWNND5rpdBUW8n,que llora mucho,True
2EUhohH9JpA4fmfy63wLj8,que mi hermano se parece a una bola de pelos,False
eCTigG7geVqJYmy3xiCSyG,quiere decir que su hermano grita mucho,True
jxC9gX9t42rR8DWNCrhd7d,pues a mi entender la persona se esta haciendo una referencia de la pelota con su hermano que es inquieto entre otras cosas,True
H7mC3ryGzZBDuJpo6hJTt6,que grita demasiado,True
59jAazwHD7nKnAJfzmZdiY,que el niño es muy gritón,True
WL2aD95y5QeFoAx3n9H4FV,mi hermano es muy gritón escandaloso y travieso,True
3GAJFF35j4no8okyyFCwpd,que su hermanito tiene muchas energías para gritar,True
hP2TiYJR2MEPsqCZZaA9JP,que grita,True
PuQHuubmcr5AK9G3q6sXFB,su hermano debe ser un niño pequeño y por lo general los niños pequeños gritan cuando hacen berrinches también puede ser un bebe su hermano y pues los bebes lloran,True
RRME5kN4qwh5oVTtPecFbb,que tu hermano grita mucho y esta gordo,True
nHZckTjvo8GYa8mqcZK9HG,es un niño,False
KNd4XC8gjDvAHrCJga9x8V,que esta molestando,False
Qn2xeFAJGFd9qQsdcu6M8J,que grita o llora mucho por eso es una pelota de gritos,True
myKt8sENJEpna4YYqSehcu,que no entiende,False
8pNgbqE2voi3exnanvypbH,que hace mucho escándalo y no se puede quedar quieto,True
TNUR9o6RfT3FgeB5tGPx8B,por que regaña al hermano menor,False
JYurT2W3XvbGpqyhxysyRs,que su hermano es un gritón,True
PZJTh6PLcQmn5wWtpz7V2R,grita mucho,True
cAZxXDnieRBJKEsAfxyyEG,por que siempre esta gritando,True
UXzR3sb5ScVX92HPN889p7,que no para de gritar,True
WecWsxHt6ifUYi8xYH4S2K,que hace mucho escándalo,True
HdyqUEA2MNTEioAxMUrzKo,porque grita demasiado,True
My5VUFateUvicJoW5da6P6,mi hermano es un gritón,True
JsqYvRgu2WGXZxyhd6akAB,por el grita,True
Zci9Q7cjmVr7EA5Ate3hcE,que es un bebé,True
GdyUTWMPBH5QGvkFwy2b6h,que su hermanito grita mucho,True
SkLwr67CuBygDhUWrVogAK,por que mi hermanito grita mucho,True
o7aWpLGwnMhyNVVjNUbT7c,que su hermano grita mucho,True
TXySUxTb2JjvmxZ3uwHJvi,que grita mucho,False
LPAQhfMjWSm4EPoMULt8aq,pues que grita mucho y tal vez al hablar grita,True
HqRsBkgHerLmegCnecnkSN,que es muy escandaloso o ruidoso,True
jWbHnSFVNFfrKdLaLHNhuh,yo supongo que quiere decir que es un niño que grita bastante como un niño de 5 o 4 años,False
A3H4qUpdnmzmeBi8Lur8yk,quiere decir que su hermano es un niño que grita,True
KYprTLEgibaFjucTZoc3sr,que es una persona que siempre grita,True
Hc5jbDBzppXheD9WCD5BEs,que se altera rápido,True
aepWqovdyZivFdQM3iLaGz,es un ser que grita mucho,True
6qUrqeHUucpVLGwgjFZGfh,significa que es una niño muy chillón y que normalmente se desespera y grita,True
bitmRgkbARtrtAte3ApWCw,porque su hermano siempre grita,True
W6BkpeUZXdAFyy6SW5mUHq,que es chillón,True
WNkSzu59dPUSbDL8XhZctS,que su hermano se la pasa gritando,True
nwKe5gVvYAnx3ijRKeKNfg,que un niño es muy ruidoso,True
RDBdAYtvAmmyPkN2r98W7f,que grita demasiado,True
PwnB8abfmzmCyKF47ycNAJ,que es una persona gritona,True
6HDjTved6NjVAqVC4K8hoG,que es alguien muy gritón,True
HsCAESuFzqXyH5z3Auw8TS,que es muy gritón,True
kKrQeNFq3Ks7Bac2D4BioL,que el siempre grita,True
GmMQMjjvvtxUMtdjKzcoJz,mi hermanito grita mucho,True
UvVkEZZ9m878MVXFUXsy2M,porque grita mucho,True
M4XgzLeTszEqXxr9akZGxp,que grita mucho y el piensa que es una pelota,True
hFXhYrydBihCNJJ3gVCw3V,que su hermano es una persona que grita mucho,True
LxwFYoeKHgyHQw6bc5mtBL,se refiere a que es una persona que grita,True
fjsjWyei2CEx9WafsnRWnt,que grita mucho mi hermano,True
X3X5VN4hnLUqcF6aYeFsm8,siempre grita,True
2ESF4NF9wyFQKuSQegtdGE,mi hermanito me estresa cada vez que grita,True
UX36V6ksgEMsHpDVkcvRYN,por que grita mucho y salta mucho,True
69H45LgvSLMkpenCZxXveb,que su hermano es una latoso,False
4yrjYjCDYWWryrCYfvXGdQ,que tu hermano grita mucho y me desespera creo que eso dice la frase de pelota de gritos supongo,True
NV6vnaWQpfh5EPFae9q3RY,por que grita,True
BP2asKQBRrDPcaVnFv4nNT,que mi hermanito no para de gritar,True
oDnMyDNPvaXhpDd4xAojLH,que su hermano hace mucho escándalo,True
fBwpjH6D8yCaGuW2kptErP,que grita mucho,True
5JV5xJH8B7F3LNpaioz7Tq,que me hermano grita mucho,True
L3juJQKeJ5sLrjqV2fCPPk,alguien que grita,True
Q63RaLdhasxdgC2fXH396T,que grita mucho,True
3k98jzEHhXbNPJAqUGX37h,que grita mucho,True
fNeAtNooXLWvWWYEBCHVmU,que su hermanito grita mucho,True
K8euXC75Lc8RcfGHgVAbK2,quiere decir mi hermanito todo el tiempo grita,False
LUZtptEMtS58gpoidaVU2w,que los niños son muy energéticos y tienden a gritar mucho,True
bWXwC7eYuRExSPhnDcJ2t5,grita mucho,True
HLknj2J2o7waxyDti2s5M4,es su apodo,False
MMvEeCwFqZtLq8HznuRyMe,que su hermanito grita mucho,True
N66SKuT3fqDtuN7xXdy97k,que su hermano menor grita mucho,True
aHPmF8fRcxXzSiegdmywCp,que grita demasiado,True
V5R4MamVTuk2ujEJVmFW8w,porque su esta loco,False
DqXtFFgCuyLuHB9vw8h3aw,que su hermano grita mucho,True
MhRCK3D4FpuvcS8EdVmTad,mi hermano grita por todo,True
35BAwBzBDfyTDpHDmihwTs,que es un dolor de cabeza,True
aGxnEVo9dNKxXCoSMawP25,quiere decir que su hermanito grita mucho,True
gR2JeiF3YpsgGmtWsWFnQQ,que es muy platicador,False
ERK7N3QKUXgFTnuUGoAh8V,que para mi es muy latoso,True
5y7WyNviPa23gM9yBXTWWs,que su hermando es un niño travieso,True
9Aanx3GmeCnbfQjsxAmzyN,quiere decir que todo el tiempo esta gritando sin parar,True
3iuibheUQDHkDLESvVDxBk,mi hermano grita mucho,True
6nABVBbrgqhunorwhKVyi2,que al ser pequeño llora y grita mucho,True
jQJSmF48c2QZLsb3cY3X6y,se refiere a que su hermano siempre grita,True
ENmGd3MBWaZJzVoh8NpJPX,que su hermanito grita mucho,True
iJXxkyfKkGGM8cGnZPuPTv,que su hermano se la pasa gritando,True
mmF4RQQKwdyWyCBF6Fy9bP,pues que es como muy linda conmigo y que parece algo muy tierno la pelota de pelos como mi hermana,False
aSYy5bZjPGwRgVswJPBbDf,por que es gordo y le gusta cantar,True
ncDQwqAgbNx9aZkSMhi2Fk,cuando a alguien se le dice pelota la mayoría de veces es porque tratan de decirle gordo así que supongo que trata de decir que su hermano es un gordo gritón,True
grsy4dSK9LhxL6b2jZjhaz,por que se la pasa gritando,True
eUUieSx2pirkp6Pn8DbxBW,que grita mucho,True
5WWxgr7T82ySTgK77jmKPe,que es muy grito,False
5RuvjoLDYjXX8SjN3hiH7F,simplemente que su hermano es una persona muy gritona pelota se refiere a cabeza,True
HJo8zVMbjjqnKDiBzSXimP,que mi hermanito siempre grita,True
3HUXJoruTsbcbNJwHVuz2f,que siempre esta gritando,True
HZpHyXUzYQEyLcD3iYb6vN,quiere decir que el niño es muy gritón cuando juega la pelota,True
TrNskpTY9hLaPwTydvgUkV,por que son muy ruidosos,True
PqJJvYKXn7o6M6Jmgf2fwU,que es muy gritos,False
Y4h6NvRSw5ct8522K8DSzF,que grita mucho que da mucha lata,True
Rq9X2CYsFwU4pjryxU3EKc,que es pequeño y que grita mucho,True
UJDpLGiakr982qwaAxbr4o,que grita mucho,True
RMZZKqszGyi6mysEFFjYyR,que a su hermano le gustan los grillos ,True
cM7y2PjusyBbCPp3xWBYdq,por que esta gordito y es muy gritón,True
m8ZvwpcxcwoAtZBaUDiSYD,que es muy ruidoso,True
2uAYDDdruAkyTh4cqZD4vY,0,False
bSCsRfS9iTGBgmSv4fGNiB,invalida por sistema,False
TsrMkL7H2JpnXyzvBjr6ZK,que a cada rato esta gritando,True
it6RTDbLBtJEJLTPPRh2bS,que,False
AdmCiFyQ43hqfmHQUve9fq,que su hermano es una persona muy ruidosa,True
4DRBz8sxDPnq3VHMy3bfh7,que su hermano tiende a gritar mucho,True
VyUCAzdvz5eyxXVwMRYqke,por que llora mucho,True
g7MC59senWBZhLrBdtbXRh,que esta gordito y se la pasa gritando,True
gXyUYr5Grp3NcwyrTjvJAa,que es bien gritón,True
hSq7JhqN4YEfo8xMgdNvjc,que grita,True
G747B8c2mu5QC9yEE2qBNn,que su hermano grita mucho o es muy ruidoso,True
K3ySGFamEsDeJ9qRXvr6YP,si porque frita mucho,False
7cph5762u3E5UNwTzcCs5X,esta lleno de gritos,True
4LmfF9DwLftKg4pQ5VrTty,que es llorón,True
9BGLT2y92Tcr5iHmV7FHTJ,que se la pasa gritando todo el tiempo,False
cEV4fHkEjeNHr9CXgyxSEi,no sé,False
fer4xDDi82qMtHZU7vmrSk,por que siempre grita,True
KWTAGJRUXoYsLfaap4RtjK,que grita mucho,True
fakAgFDeunjmNfRJEzYkGu,que su hermano grita mucho y no sale de su circulo,True
9juBrBMECCBJo6xzDNVq8R,que su hermano puede gritar por que no tiene una pelota de pelos,True
f5UhJtwgj6JyrHRuKm6rtz,que cada que lo tocan hace un grito,False
dZs5AtWZpqykMbVcNtML4y,por que el el hermano es u niño pequeño,True
PX3XjhPYHtYPAYjpF5MJrx,es alguien que grita o habla demasiado,True
KathsmJYV3zuZJr8rNxjuT,que su hermano grita mucho,True
BR4w4oM5mrk29sBCt7eSWs,que mi hermanito es muy gritón en forma de pelota,True
JpkVgYwP9Yke3SUDphEKcH,que tu hermano no para de gritar y es un escandaloso,True
VBoZqgXhuDdCeSqo4oPDEe,es decir que tu hermanito es un gritón,True
aNwVxfDhnYoVV9knkZMW7b,la forma de expresar a un ser por medio de palabras metafóricas,True
SDD2vjEXNQheaNwwKbcumG,que su hermano se la pasa gritando o sea es un desastroso,True
WQGpcDZL2Ph4iNEgT638h6,que mi hermano grita mucho,True
cMmRn2zW7i4fsuTTdpJu6T,que el tiene la pelota y no se la quieren dar y grita,True
iE6KjzUXi8vW5dxnmjaJJD,quiere decir que mi hermanito grita demasiado,True
7hKY2Pe7PFhKMnzRp5y7hy,si,False
PYeNLQUQjXtqArvc5RUGWY,porque se la pasa gritando el pensativo ,False
2MHZEYwjnGVvBYFSpnf98i,que esta gordo y le gusta gritar,True
ZWNQYwkjAPNTw5PUYYSqGA,que grita mucho,True
fq2hwTsc6if3F95PvoDpEZ,que grita mucho,False
67ivxdkJFMBztNkBjsVkRH,por que grita,True
eFhamuBkw9baSeXcmFJpFJ,por que grita a cada rato,True
3MpBm5YhiTkedcmQoN9XjR,es muy gritón,True
JVedinpRZpwEP4DHrSUyB8,mi hermano grita demasiado,True
7iXrxyBbMWCszpX89nFCVs,que es un niño muy gritón,True
BDTKnmjHeducQW5YwjcjjR,que el hermanito grite mucho,True
USHWS9oYrkEPZZ5q4hLsB3,que siempre hace berrinche y grita para tener lo que quiere,True
mtQoKbT3kcdGvcYUqQQFim,que grita mucho,True
MyAGiswG268gqvjGLAXtMF,su hermano grita mucho,True
E3UdwRZZNR6wbSgZPipZU9,que siempre grita,True
nm6MMMZobKceSnxq2TbAru,tal vez por que es algo gritón y molesto,True
CqARPoSbqe3TvctU6z3BdD,que esta gritando su hermano,True
PKY6UGtK4r436xnicCHHDQ,que nunca deja de hablar,True
Y6qthxcHG3rrE2Kav24sHa,que es un niño que grita mucho,True
RE7F3H9VhUHKQU2vNQGS4W,no,False
WzobGoubrNmKzubs9kaPpo,que llora mucho ,True
RDTwFYsQ7AHkuPS9mjsEt9,es cuando mi hermano siempre esta llorando o gritando,False
abUUPaKM8Wn8RyEkBfzsZL,que grita mucho,True
XKessosMaRrkyMhwnmpZX8,mi hermano es alguien que no para de gritar y hablar,True
XG9RjtoX6EqoihVjtXNpHg,porque esta chiquito grita mucho,True
gPGQ38vT9TKzRW9mXERGf5,es gordito y grita mucho,True
2xrstisxnv9kEZfodKzHQJ,que los hermanos te pueden molestar o normalmente te peleas con ellos,True
i7zNdwjKxFtmaAcL9R9YS7,que grita mucho todo el tiempo,True
Sx64JBzscgx5JZ2aBBUMLg,que mi hermano grita mucho,True
haCNcoHk8bXMgaLMnmXokW,quiere decir que los niños gritan mucho,True
8Ci2mggrzg2TdbPZGjvWfS,que grita mucho,True
MFAHqJzDy9rcBBwXLuajfu,que el hermano es muy expresivo,True
KrSgC5DfaRfSKqCoLSzB9Y,no para de gritar,True
8CQp2yLJruwrGg5Tr7LBVZ,por que el grita,True
hZftaXUTGjSVBuNM2ruDG9,que es muy pequeño y grita,True
8keeNWSjbWpKa2kaLjPvxT,siempre grita,True
G5E85ffi7dPhjTk4ULP94C,que su hermano grita mucho,True
cMaLrdDnSmh6anbfgtiz6m,se refiere a que el hermano grita y el poeta ve a mundo como pelotas,True
9KzX4HW9P3Y3cukdgUb3cJ,thtththt,False
RrzoCxqDnvrHMYMbv32fCo,que solo grita mucho,True
nMD8CvPqUpJQGr69eCqMCN,grita mucho,True
EkwbQJaHW5etNnJbXGTgcp,que su hermano es muy llorón y enojón y de todo grita,True
ZqQiUPGEHEMAcxxHUZSmw6,que es bien llorón,True
VAZ5Ve4Q96vL3LNXf4BuQD,que grita,True
TioaRsnNVyGxwfUvrRcz6F,que cuando le pegan el se pone a gritar,False
hh8LDzGEJ8xsEaTnRWh6QT,que su hermano grita mucho,True
ThKTqWv8kX54BKy9FUVhNY,que su hermano grita mucho,True
dMsuA3Gg3zFuSEY4U3sC7g,que es un niño gordito que se la pasa gritando,True
oPubJgXCB87P5k5VjJ2VZ8,que es fastidioso,False
TveQPoJ45A7yScbsjLCgHi,se refiere a que su hermano es muy inquieto,True
WjYwFNytBaRbyx9P9v2p3i,mi sobrina,False
XK2Ef7NuqhDPfX9KpeCyML,que el hermanito es muy ruidoso,True
BSN5TCbPkyHg6BJmC2Fk4Y,porque no deja de gritar,True
k8LmvfbKLA5Te2MZ7pFmbi,es una machina a gritar,True
WSmnuutf2SXvrNoHC7fTux,que su hermano siempre grita,True
4fRk2DBaaKSGCqrSxjJhBM,que tu hermano grita mucho,True
NTkYpR6LTWBaLWLd7RfDg8,que su pelota es la mejor,False
mw2dNF8F2jcaTBCUvyZp3S,porque esta gordo y grita demasiado,True
Dc3RZgfi5hPEZMM9kYXtZ7,que grita mucho,True
FYSXXmwDDTrULBS8EEe9Jj,que es una persona que grita mucho,True
EPGapVAxYoGLAXBLZbEe66,que mi hermano siempre esta gritando,True
Sp9WmaDpymYJDL3DWP2SNx,que cada bote que da es un grito de mi hermano,False
2XBrcMmufECVcbhgywdNhn,que su hermanito es un gritón y llora todo el día como la llorona,True
f23GaiZrCm5zMKmZbaJu9j,que grita mucho,True
Lt2CdRNGzCeDHcdLnAGpWP,mi hermano esta muy gordo y se la pasa gritando,False
CPkcEGeveTcHHRVSwBxH74,que los niños son demasiados inquietos y ruidosos,True
Yv4gNf6j2FuGYJBTxKBBqR,que o se mueve mucho porque es una pelota o que es muy ruidoso,True
jrFCPH85eQXSRQpdah8xKL,por que no esta quieta,False
X6RJHx3wfnAajpUjbEATTV,por que grita mucho,True
atuZxSXSULAP8seEwY7c5p,por que siempre grita,True
Q7bhJRDASv5ZUree4N8ssN,13fg,False
6CdhYkXpmadpRCt4CSYW9E,que es un hermano que grita mucho más de lo normal ,True
Zn6ZxZeoHcm6C48vRr9Sf6,porque se espanta muy fácil y salta al mismo tiempo que grita,True
VpRPG3MaB9uYs4c5sTgxkj,porque los hermanos lloran mucho,False
hGDBabkShzNseVNNSo5yg3,por que grita mucho mi hermanito,True
b8jnTnzaKxCqDPwSnPTN3W,que tu hermano grita mucho,True
TuhgyxZRJwCT26zPTV6LiA,por que es divertido,True
BZ4kbuot29tZiAQ5VxkV7i,que grita demasiado,True
5wpjXPKH4DuctwKQrMfCfR,que el nunca deja de gritar,True
N9mipgavsQ2udKEuqwnK7d,mi hermano es muy gritón,True
DfGNBFWH8cDn7bAAALFsQY,que mi hermano grita mucho,True
UGLfU3DxuRwrCVAUHzNc4p,significa que su hermano es muy escandaloso,True
TCe2iFJS2hAVxZp5boW6nj,explica que el hermano grita mucho e inquieto,True
LiwJADEmQQWawu8yVm7vnD,se la pasa gritando,True
kbwviyw9AQEV6yo9AKFLB5,que mi hermano grita y grita sin parar y sin sentido,True
8mcFWkpndySLNiTDX97Gp7,su hermano grita o llora mucho y así es como la autor se refiere a el en el sentido literario,True
6NBchcFCTetggZQGrPS8Ph,como esta pequeño da lata,True
aoT6H7GEhTKvuNq4KhZ9QF,por lo que entiendo es que un niño tiene una pelota que es súper fantástica,False
eWpbisqAQ7CcVKZLkYZaRW,mi hermanito es un niño de gritos,True
4ak9saC6zhcubJdbPj2nue,el niño grita mucho o habla de más,True
HLEa48JM3MdpoghKhr9J9d,que el hermano se la pasa gritando,False
ezGQcFBVupvKcvKWyJsJGW,quiere decir que su hermano grita mucho,True
kbsKF2xmxyidh8o4hGhZr6,molesta mucho,False
ezgTGrZULGifg4DX32rD37,gritan mucho,True
5cpRHwPDuc5ZgtgUeAKPvx,que mi hermano tiene mucha energía,True
676mUdnRGaiH64NSfxYFuT,porque grita mucho,True
2iYGMrGFmCegJPVVEbVhNf,un niño gordo que hace mucho ruido,True
Fk6UZsEM9AwRPny9YLXYdA,que tiene un hermanito que grita mucho es muy hiperactivo,False
2uqFYnUrnuDGvQS6zqrZRk,por que los niños pequeños por lo regular gritan por todo,True
exkurFeqJ7FBUWMyWYv9XD,es gritón,True
QJoZJGpiq938BSJxVT8A3a,mi hermanito en un niño que grita mucho,True
n74q96PYk328mYc2e7cwVH,no,False
Htt5yEsMSVkWz7XuMAuDNW,tiene sobrepeso,False
cRux7uWydoxyG6Vj48jwbp,que siempre esta gritando,True
L7hmntYuRapofjUSTLeDUE,que su hermano es muy gritón,True
aK7SkuUxQqxnXQqL5RBCPA,por que grita mucho,True
iXKCFhhzkPv6R9zDeAUifK,que el hermano grita como una pelota que esta botando,True
c8VUWCaUdBsWaujuENEg8z,que su hermano chico grita mucho o habla mucho,True
7Lfw7RLitUfBBLKmBYhq3b,que mi hermano en redondo y grita mucho,False
mZAmLKGKjmaMonVMvUaFKw,que grita mucho,True
QDVhx7zyJ67aYp5qYUGCzt,que su hermano grita mucho,True
6womYZwgXKqEkZnLvWfUqr,mi hermano es una persona que grita todo el tiempo,True
LQKMZwcaFmrjZma8BAKuHd,que grita mucho,True
gbEW4pDjrHqcbQ9N6V5ke4,que es muy fastidioso,True
PmvANy7nHCZpoimcPhiSs4,un humano gordo que no para de chillar,True
auqKxctbv3YrLsVoNmemHZ,que llega a gritar mucho,False
6qY9rrhRPdWHfgKeN64Uyj,que su hermano esta chiquito y grita mucho,True
9wud3aeXQivoSEznKnHdtb,que siempre anda brincando y gritando,True
BKHV3V5rus9a7vU5MBUi4b,que el hermanito grita mucho,True
NN9CAqkmejH33De8qFFWVG,su hermano solo grita,True
AWKUnx5vVA42gHXPrDoegc,mi hermano grita mucho como bota una pelota,True
37YHxBkZ4gVmp3zdiRnviq,que es muy inquieto,True
FA3wMdX9XDSAe9bFeMehjq,que con cualquier cosa se altera y grita,True
mzu56wqZ8rp2YTYDikuCnA,que el hermano se la pasa gritando,True
mfBTFY5FARhV5EPcjAX3PA,que su hermanito es muy gritón que su hermanita esta muy loco,True
gyfuf9qBNexjCHuyxKTC7e,que es muy alborotado,False
VzUuA62KS4x8kz2RkYvdVC,la referencia da a que el hermano grita mucho pero es como si le hubieran puesto como tipo sobrante pelota,False
iratL7wVwU9KG2cw9nMh6q,significa que reclama o llora mucho,True
2Roey7vWTUg8BrwJtgtMmf,a quiere,False
ZQrHuBXkshqbRp2Xe7STqo,que es muy berrinchudo,True
FUurLbzzQG8xG9s8Dk2t7m,que su hermano tiene muchos grillos,False
juzWmhMuWBDN4nWZ73kLN4,mi hermano grita mucho,True
nmFitPmqebTmuUsPRJywig,and fort,False
a4xxXQcSXhs7GNCYdWvcNK,que el hermano del autor es alguien que se expresa mucho y de manera demandante,True
be9PUaDADZC5MFYsBK7zRQ,por que grita mucho,True
dmgcrzaXRZsjFLhWKodnxT,que grita mucho,True
4HDDFxsf4kTGNHG5cbmTdd,de que el hermano nada más se la pasa gritando y eso molesta,True
SpEdYEZyK4gxwQLvTe8Mjx,por que grita mucho,True
QQgkZB3nnNczeNEfxcRziv,que su hermano se la pasa gritando,False
nweeY6dmBRNr5sXf8U4rj2,que su hermano grita mucho,True
VsLkoMCywXHzVmDYHKwRRT,que grita muy fuerte y grita todo el tiempo,True
KFY4bLbdG6yZ3ZgW5YJWkW,que su hermano grita mucho todo el tiempo,True
